race_id,date,venue,race_no,race_name,surface,distance,turn,weather,going,race_class,field_size,prize1,chaku,waku,umaban,horse,sex,age,kinryo,jockey,time_sec,margin,ninki,odds,agari,passage,trainer,weight,weight_diff,status
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,1,7,13,テンカムテキ,牡,2,56.0,丹内,98.9,,2,6.3,38.2,6-5,美浦 林,498,2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,2,7,14,イナズマダイモン,牡,2,56.0,菅原明,99.2,2,1,1.3,38.8,3-2,美浦 宮田,504,-2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,3,3,6,ゴットタレント,牡,2,56.0,杉原,99.6,2,6,52.3,38.3,8-8,美浦 田村,456,2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,4,2,4,リアライズタキオン,牡,2,56.0,津村,99.7,1/2,3,8.1,39.5,1-1,美浦 手塚久,464,6,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,5,4,8,パワポケウォーズ,牡,2,53.0,▲上里,101.7,大,10,151.8,39.3,14-14,美浦 大和田,422,4,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,6,5,10,ラストシャイニー,牝,2,55.0,横山和,101.8,1/2,5,13.5,41.3,3-2,美浦 千葉,430,-4,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,7,3,5,ウルヴァリン,牡,2,56.0,松岡,102.0,1.1/4,13,291.2,40.5,12-9,美浦 伊藤伸,484,0,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,8,4,7,カシノユメミヅキ,牡,2,53.0,▲土田,102.4,2,16,517.6,40.6,13-11,美浦 和田雄,498,2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,9,6,11,ミラクルカイザー,牡,2,56.0,丸田,102.6,1.1/2,11,179.6,40.2,15-14,美浦 武市,482,-2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,10,1,1,ソークール,牡,2,56.0,黛,103.5,5,15,342.3,42.0,10-9,美浦 佐藤吉,476,6,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,11,2,3,ニャンキニーズ,牡,2,56.0,木幡巧,103.5,クビ,14,299.8,42.7,6-6,美浦 勢司,434,-2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,12,5,9,レーヴドクロンヌ,牡,2,54.0,△長浜,103.8,1.1/2,9,101.4,40.6,16-16,美浦 加藤士,492,4,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,13,8,15,サンクスアミリオン,牝,2,55.0,江田照,104.0,1.1/4,12,234.4,41.9,8-12,美浦 金成,496,12,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,14,8,16,ディアファニス,牝,2,55.0,荻野極,104.6,3.1/2,4,10.1,44.2,2-2,美浦 伊坂,470,2,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,15,1,2,スピネルテソーロ,牝,2,55.0,佐々木,104.6,アタマ,7,86.5,43.8,5-6,美浦 栗田,468,8,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,16,6,12,センジュキヨマル,牡,2,56.0,内田博,109.1,大,8,88.2,46.9,10-12,美浦 南田,530,8,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,,1,13,テンカムテキ,,,100.0,103,,12.7,11,11.2,5.0,11.6,5,,,
202505040101,2025-10-04,東京,1,2歳未勝利,ダ,1600,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 16頭 本賞金:560,220,140,84,56万円",16,560.0,,1,13,テンカムテキ,,,,-,,-,,,,-,-,,,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,1,1,1,ミッキーマーメイド,牝,2,55.0,松山,120.3,,2,4.2,34.2,5-5-2,栗東 福永,456,-4,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,2,5,5,ガードオブオナー,牡,2,56.0,戸崎圭,120.6,1.3/4,3,5.1,34.2,7-6-5,美浦 林,504,10,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,3,3,3,アルデキングダム,牡,2,56.0,江田照,120.6,クビ,4,6.8,34.2,6-6-5,美浦 村田,464,-2,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,4,8,8,スカイストライプス,牡,2,56.0,横山典,120.7,3/4,1,2.1,34.6,2-2-2,栗東 安田,488,0,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,5,7,7,アイムスティルミー,セ,2,56.0,嶋田,121.4,4,7,42.8,35.5,1-1-1,美浦 手塚久,436,6,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,6,2,2,ブルージェネシス,牡,2,53.0,▲遠藤,121.4,ハナ,6,16.6,35.2,2-3-4,美浦 菊川,446,4,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,7,6,6,オーキッドワン,牡,2,56.0,武藤,121.8,2.1/2,8,238.0,35.1,8-8-8,美浦 水野,442,2,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,8,8,9,コスモグロボーサ,牡,2,53.0,▲石神道,122.3,3,9,286.1,36.0,2-3-5,美浦 天間,502,-6,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,9,4,4,セイウンアズール,牝,2,55.0,津村,122.6,1.1/2,5,8.6,35.9,9-9-8,美浦 千葉,452,0,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,,1,1,ミッキーマーメイド,,,94.0,92,,13.3,1,12.0,5.0,11.8,5,,,
202505040102,2025-10-04,東京,2,2歳未勝利,芝,2000,左,曇,良,"4回 東京 1日目 サラ系２歳 未勝利       [指] 馬齢 9頭 本賞金:560,220,140,84,56万円",9,560.0,,1,1,ミッキーマーメイド,,,,-,,-,,,,-,-,,,
202505040103,2025-10-04,東京,3,2歳新馬,芝,1400,左,曇,良,"4回 東京 1日目 サラ系２歳 新馬       (混)[指] 馬齢 18頭 本賞金:750,300,190,110,75万円",18,750.0,1,1,1,ファインサマーデイ,牡,2,56.0,菅原明,83.4,,2,5.7,33.9,1-1,美浦 高柳瑞,458,0,
202505040103,2025-10-04,東京,3,2歳新馬,芝,1400,左,曇,良,"4回 東京 1日目 サラ系２歳 新馬       (混)[指] 馬齢 18頭 本賞金:750,300,190,110,75万円",18,750.0,2,5,9,ジャスフォール,牡,2,56.0,石橋脩,83.8,2.1/2,4,6.7,33.5,11-7,美浦 上原佑,482,0,
202505040103,2025-10-04,東京,3,2歳新馬,芝,1400,左,曇,良,"4回 東京 1日目 サラ系２歳 新馬       (混)[指] 馬齢 18頭 本賞金:750,300,190,110,75万円",18,750.0,3,8,16,ショウナンパトス,牡,2,56.0,横山和,83.8,クビ,5,14.8,33.8,4-4,美浦 中舘,446,0,
202505040103,2025-10-04,東京,3,2歳新馬,芝,1400,左,曇,良,"4回 東京 1日目 サラ系２歳 新馬       (混)[指] 馬齢 18頭 本賞金:750,300,190,110,75万円",18,750.0,4,8,18,ディサイドオンミー,牝,2,55.0,松岡,84.1,1.1/2,10,37.3,34.3,3-2,美浦 堀内,420,0,
202505040103,2025-10-04,東京,3,2歳新馬,芝,1400,左,曇,良,"4回 東京 1日目 サラ系２歳 新馬       (混)[指] 馬齢 18頭 本賞金:750,300,190,110,75万円",18,750.0,5,7,13,ブランチアウト,牡,2,56.0,古川吉,84.2,3/4,3,6.6,34.5,2-2,栗東 昆,446,0,
