race_id,date,venue,race_no,race_name,surface,distance,turn,weather,going,race_class,field_size,prize1,chaku,waku,umaban,horse,sex,age,kinryo,jockey,time_sec,margin,ninki,odds,agari,passage,trainer,weight,weight_diff,status
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,1,5,7,サルサロッサ,牝,6,58.0,伴,188.9,,5,9.6,13.1,3-3-2-2,美浦 高柳瑞,462,10,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,2,7,11,ホウオウエクレール,牡,8,60.0,小牧加,188.9,ハナ,1,1.8,13.1,2-2-1-1,栗東 宮,510,10,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,3,4,6,サクセスバラード,牡,5,60.0,上野,189.0,1/2,2,6.7,13.1,5-5-3-3,美浦 竹内,470,2,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,4,1,1,ディープレイヤー,牡,6,60.0,五十嵐,189.8,5,7,24.2,13.1,6-6-6-6,美浦 大和田,496,-8,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,5,7,12,フリーダムレイン,牡,4,59.0,中村,190.3,3,4,7.4,13.2,3-3-5-5,栗東 高橋一,480,2,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,6,6,9,コスモゴレアドール,牡,6,57.0,▲土田,190.7,2.1/2,6,23.9,13.2,10-9-7-7,美浦 土田,434,-6,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,7,6,10,ウィズユアドリーム,牡,5,60.0,高田,191.1,2,3,7.0,13.2,1-1-3-3,栗東 宮地,504,0,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,8,8,14,テトラード,牡,4,59.0,小野寺,191.1,クビ,11,70.7,13.2,9-9-10-9,栗東 坂口,468,0,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,9,3,3,プリンセスララア,牝,8,58.0,大江圭,191.8,4,12,87.3,13.3,7-7-8-8,美浦 的場,428,0,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,10,2,2,フォルガイル,牡,4,57.0,▲水沼,194.4,大,13,146.6,13.5,7-7-9-9,美浦 加藤和,432,8,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,11,5,8,ディープグラビティ,セ,6,60.0,石神深,195.5,7,8,44.7,13.5,14-14-13-12,美浦 矢嶋,446,0,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,12,8,13,ドライグ,牡,5,60.0,難波,196.2,4,14,160.9,13.6,11-11-11-11,栗東 大根田,486,0,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,13,4,5,ブルースピリット,セ,7,60.0,草野,197.6,9,9,51.7,13.7,13-12-12-12,美浦 岩戸,504,10,
202504010101,2025-05-03,新潟,1,4歳以上障害未勝利,障,2890,,晴,良,"1回 新潟 1日目 障害４歳以上 未勝利       (混) 定量 14頭 本賞金:840,340,210,130,84万円",14,840.0,14,3,4,トラモント,セ,8,60.0,金子,202.6,大,10,69.4,14.0,12-12-14-14,美浦 新開,504,2,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,1,3,4,アンドリーナ,牝,3,55.0,国分恭,115.7,,1,2.8,39.5,5-5-2-2,栗東 牧浦,456,8,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,2,3,5,リュウゼツラン,牝,3,51.0,★小林美,116.4,4,6,14.8,39.2,12-12-9-10,美浦 水野,446,-4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,3,8,14,クリップクロップ,牝,3,55.0,小崎,116.4,クビ,5,9.8,39.9,3-3-5-4,栗東 高橋一,460,6,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,4,1,1,ラグナトーレ,牝,3,51.0,★河原田,116.6,1.1/4,11,61.9,38.6,13-13-12-12,栗東 角田,450,-6,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,5,4,7,フロウオブタイム,牝,3,53.0,△長浜,116.7,クビ,3,7.4,39.9,6-7-6-8,美浦 大和田,440,4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,6,4,6,ラファエラエンゼル,牝,3,52.0,▲水沼,116.9,1.1/4,10,58.6,39.8,10-10-9-9,美浦 武市,412,-6,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,7,5,9,ヨドギミ,牝,3,55.0,丹内,116.9,アタマ,4,8.3,40.1,9-9-6-6,栗東 中村,466,-6,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,8,2,2,アンデルマット,牝,3,55.0,佐々木,117.3,2.1/2,2,3.6,40.6,7-7-6-6,栗東 梅田,482,-4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,9,2,3,ゼットヒーロ,牝,3,55.0,斎藤,118.3,6,9,27.9,41.1,7-5-9-10,栗東 吉田,462,4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,10,7,12,ラインアルテミス,牝,3,55.0,武藤,118.6,1.3/4,7,19.5,42.5,2-2-2-2,美浦 武藤,514,-2,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,11,5,8,ミステンザン,牝,3,52.0,▲石神道,118.7,3/4,15,208.4,40.2,13-14-14-14,美浦 和田郎,452,-4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,12,6,10,ファイブエム,牝,3,52.0,▲鷲頭,119.2,2.1/2,8,22.7,43.2,1-1-1-1,栗東 野中,428,4,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,13,6,11,プルメリアリング,牝,3,55.0,小沢,119.2,クビ,13,110.7,42.8,3-3-4-4,栗東 藤原,432,12,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,14,7,13,クインズモナカ,牝,3,53.0,◇永島,119.7,3,12,109.3,41.7,11-11-12-13,美浦 池上,464,-2,
202504010102,2025-05-03,新潟,2,3歳未勝利,ダ,1800,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       牝[指] 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,,8,15,カレリアンダンス,牝,3,52.0,▲今村,,,14,131.1,,15-15,美浦 小野,436,0,中止
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,1,8,15,テイエムパイロット,牡,3,54.0,▲柴田裕,71.9,,8,43.0,37.4,2-2,栗東 秋山,498,2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,2,7,13,ペンテリコン,牝,3,55.0,佐々木,72.1,1.1/4,3,6.7,37.7,1-1,栗東 武幸,484,-4,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,3,6,11,ワイドデコラシオン,牡,3,57.0,小沢,72.1,ハナ,1,1.8,37.4,3-3,栗東 辻野,506,2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,4,4,6,クラウンセヘル,牡,3,57.0,斎藤,72.9,5,13,138.2,37.2,10-10,栗東 茶木,536,2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,5,8,14,チュラット,牝,3,52.0,▲舟山,72.9,クビ,7,29.0,38.2,3-3,美浦 水野,436,-4,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,6,5,8,リリードリーマー,牝,3,52.0,▲古川奈,73.1,1.1/2,4,7.8,37.7,8-7,栗東 平田,448,-2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,7,7,12,スカイダイバー,牝,3,52.0,▲石田,73.2,クビ,11,119.3,38.2,5-6,美浦 田中勝,446,-2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,8,6,10,ナックオリオン,牡,3,54.0,▲佐藤,73.3,1/2,2,4.9,38.4,5-3,美浦 杉浦,464,-4,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,9,3,5,モンサンヴデット,牝,3,52.0,▲今村,73.3,ハナ,12,136.3,37.3,11-11,栗東 平田,434,-2,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,10,3,4,リポジノ,牝,3,51.0,★小林美,73.4,3/4,6,24.8,36.6,14-13,栗東 中村,460,-12,
202504010103,2025-05-03,新潟,3,3歳未勝利,ダ,1200,左,晴,稍,"1回 新潟 1日目 サラ系３歳 未勝利       見習騎手 馬齢 15頭 本賞金:560,220,140,84,56万円",15,560.0,11,2,2,プロピエダッド,牝,3,53.0,△長浜,73.4,アタマ,5,16.4,38.0,8-7,美浦 武藤,478,4,
