date,race_id,jyo_code,venue,race_no,post_time,bet_type,bet_type_code,combo,amount,group_id,group_method,group_points,odds,ninki,ev,ev_low,judge,source,odds_time,finished,refunded,hit,payout_yen,payout_ninki,return,profit
20260921,202609040709,09,阪神,9,14:25,馬連,4,04-14,100,G001,nagashi,2,76.6,19,1.383,1.204,buy,ref,2026-09-21 11:20:04,1,,,,,0,-100
20260921,202609040709,09,阪神,9,14:25,馬連,4,03-14,100,G001,nagashi,2,24.6,11,1.374,1.191,buy,ref,2026-09-21 11:20:04,1,,1,2060,7,2060,1960
20260921,202609040709,09,阪神,9,14:25,馬単,6,14>04,100,G002,nagashi_1st,2,143.3,37,1.380,1.151,buy,ref,2026-09-21 11:20:04,1,,,,,0,-100
20260921,202609040709,09,阪神,9,14:25,馬単,6,14>03,100,G002,nagashi_1st,2,51.3,17,1.274,1.049,buy,ref,2026-09-21 11:20:04,1,,1,4170,17,4170,4070
20260921,202609040709,09,阪神,9,14:25,3連複,7,03-04-14,100,G003,nagashi,1,87.1,28,1.214,0.940,apparent,ref,2026-09-21 11:20:04,1,,,,,0,-100
20260921,202609040710,09,阪神,10,15:05,馬連,4,04-05,100,G004,nagashi,2,81.9,31,1.037,0.911,apparent,ref,2026-09-21 12:00:44,1,,,,,0,-100
20260921,202609040710,09,阪神,10,15:05,馬連,4,04-11,100,G004,nagashi,2,59.3,25,0.902,0.813,pass,ref,2026-09-21 12:00:44,1,,,,,0,-100
20260921,202609040710,09,阪神,10,15:05,馬単,6,04>05,100,G005,nagashi_1st,2,154.3,58,1.013,0.867,apparent,ref,2026-09-21 12:00:44,1,,,,,0,-100
20260921,202609040710,09,阪神,10,15:05,馬単,6,04>11,100,G005,nagashi_1st,2,133.0,49,1.024,0.918,apparent,ref,2026-09-21 12:00:44,1,,,,,0,-100
20260921,202609040710,09,阪神,10,15:05,3連複,7,04-05-11,100,G006,nagashi,1,296.3,85,1.049,0.900,apparent,ref,2026-09-21 12:00:44,1,,,,,0,-100
