date,race_id,source,venue,race_no,stars,umaban,mark,horse,chaku,ninki,odds,fuku,field_size,scratched
2026-08-15,202607020707,非馬,中京,7,★★★ 勝負レース／高山S,2,▲,シンゼンカガ,6,3,7.3,0,8,
2026-08-15,202607020707,非馬,中京,7,★★★ 勝負レース／高山S,5,◯,バッデレイト,1,2,3.4,140,8,
2026-08-15,202607020707,非馬,中京,7,★★★ 勝負レース／高山S,6,◎,キーパフォーマー,7,4,7.4,0,8,
2026-08-15,202607020708,Logic,中京,8,,1,L,アクセス,2,1,2.2,110,10,
2026-08-15,202607020709,Logic,中京,9,,3,L,エイシンティザー,4,1,2.8,0,16,
2026-08-15,202607020709,Logic,中京,9,,10,L,タイセイドラード,12,2,3.4,0,16,
2026-08-15,202607020709,Logic,中京,9,,11,L,ナリノシャーウッド,14,6,17.7,0,16,
2026-08-15,202607020710,Logic,中京,10,,15,L,キーンセンス,7,6,18.6,0,16,
2026-08-15,202607020710,Logic,中京,10,,16,L,ララバッカナール,12,2,4.2,0,16,
2026-08-15,202607020710,非馬,中京,10,★,10,☆,ザングウィル,4,1,4.2,0,16,
2026-08-15,202607020710,非馬,中京,10,★,11,▲,エイシンマールス,10,4,5.1,0,16,
2026-08-15,202607020710,非馬,中京,10,★,12,◎,アーガイルショア,5,5,7.4,0,16,
2026-08-15,202607020710,非馬,中京,10,★,14,◯,ジューンセクレタ,3,3,4.9,280,16,
2026-08-15,202607020711,非馬,中京,11,★★★ 勝負レース,1,◯,スマートティアナ,6,1,3.2,0,15,
2026-08-15,202607020711,非馬,中京,11,★★★ 勝負レース,2,◎,ミラキュラスアース,8,5,9.2,0,15,
2026-08-15,202607020711,非馬,中京,11,★★★ 勝負レース,4,☆,イージーライダー,1,2,4.6,220,15,
2026-08-15,202607020711,非馬,中京,11,★★★ 勝負レース,13,☆,ペプチドブッドレア,4,3,6.0,0,15,
2026-08-16,202601010801,Logic,札幌,1,,5,L,ルージュリヴィエラ,7,1,2.3,0,14,
2026-08-16,202601010802,Logic,札幌,2,,5,L,リアルジャパン,4,3,7.1,0,8,
2026-08-16,202601010802,Logic,札幌,2,,6,L,キチロクタワー,6,2,3.2,0,8,
2026-08-16,202601010802,Logic,札幌,2,,8,L,モミスケ,8,4,8.1,0,8,
2026-08-16,202601010803,Logic,札幌,3,,8,L,ブルースカイブルー,14,8,15.9,0,14,
2026-08-16,202601010804,Logic,札幌,4,,10,L,フォーティンブラス,6,7,18.0,0,14,
2026-08-16,202601010804,Logic,札幌,4,,12,L,ペガサスウィンド,3,2,4.1,150,14,
2026-08-16,202601010806,Logic,札幌,6,,10,L,ヨドノゴールド,3,2,4.7,200,12,
2026-08-16,202601010806,Logic,札幌,6,,11,L,エスカレイト,1,4,6.9,220,12,
2026-08-16,202601010806,非馬,札幌,6,★,4,▲,ラテラルパーム,2,3,6.7,190,12,
2026-08-16,202601010806,非馬,札幌,6,★,10,◎,ヨドノゴールド,3,2,4.7,200,12,
2026-08-16,202601010806,非馬,札幌,6,★,11,◯,エスカレイト,1,4,6.9,220,12,
2026-08-16,202601010807,Logic,札幌,7,,6,L,ロッサコメータ,11,4,7.3,0,16,
2026-08-16,202601010807,Logic,札幌,7,,8,L,アームアンフルール,10,13,140.7,0,16,
2026-08-16,202601010807,Logic,札幌,7,,9,L,メイショウライガ,3,9,35.6,930,16,
2026-08-16,202601010808,Logic,札幌,8,,2,L,タイセイジェイド,5,2,4.6,0,11,
2026-08-16,202601010808,Logic,札幌,8,,4,L,グレイスフルマーチ,2,3,4.8,150,11,
2026-08-16,202601010809,Logic,札幌,9,,3,L,エコロハート,9,2,6.0,0,16,
2026-08-16,202601010809,非馬,札幌,9,★★ 準勝負レース,3,☆,エコロハート,9,2,6.0,0,16,
2026-08-16,202601010809,非馬,札幌,9,★★ 準勝負レース,5,◯,ハッピーラッキー,4,1,4.3,0,16,
2026-08-16,202601010809,非馬,札幌,9,★★ 準勝負レース,8,◎,ユーティジャーニー,6,4,8.1,0,16,
2026-08-16,202601010809,非馬,札幌,9,★★ 準勝負レース,12,▲,ラヴノー,3,5,9.8,380,16,
2026-08-16,202601010809,非馬,札幌,9,★★ 準勝負レース,16,☆,リヴァイ,1,3,6.4,280,16,
2026-08-16,202601010810,Logic,札幌,10,,2,L,ビーマックス,3,5,14.3,290,12,
2026-08-16,202601010810,Logic,札幌,10,,3,L,キャリーグレイス,7,7,20.8,0,12,
2026-08-16,202601010810,非馬,札幌,10,★,6,▲,マメタンク,10,1,3.1,0,12,
2026-08-16,202601010810,非馬,札幌,10,★,7,◎,タッカージーティー,8,3,5.2,0,12,
2026-08-16,202601010810,非馬,札幌,10,★,10,◯,パールフロント,2,2,3.3,160,12,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,4,☆,マジックサンズ,6,4,7.2,0,16,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,6,▲,ローシャムパーク,4,9,20.8,0,16,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,7,☆,ショウヘイ,7,1,4.1,0,16,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,13,◯,グランディア,5,6,10.2,0,16,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,15,◎,シェイクユアハート,1,3,6.8,260,16,
2026-08-16,202601010811,非馬,札幌,11,★★★ 勝負レース／G2 札幌記念,16,☆,ホウオウビスケッツ,10,8,13.1,0,16,
2026-08-16,202601010812,Logic,札幌,12,,1,L,レイデラティエラ,9,6,20.1,0,14,
2026-08-16,202601010812,Logic,札幌,12,,2,L,ダノンヒストリー,1,1,1.2,110,14,
2026-08-16,202604020801,Logic,新潟,1,,8,L,インサイドエッジ,3,1,1.3,100,13,
2026-08-16,202604020801,Logic,新潟,1,,9,L,シュネーバレン,6,6,16.7,0,13,
2026-08-16,202604020801,Logic,新潟,1,,10,L,スターリーデー,8,3,11.9,0,13,
2026-08-16,202604020802,Logic,新潟,2,,15,L,ゾネブルーム,2,1,2.4,130,17,
2026-08-16,202604020802,Logic,新潟,2,,16,L,メジロピオラ,17,11,36.8,0,17,
2026-08-16,202604020803,Logic,新潟,3,,6,L,アレックスケー,4,1,3.0,0,15,
2026-08-16,202604020805,Logic,新潟,5,,5,L,ショウナンダイン,5,7,22.8,0,12,
2026-08-16,202604020805,Logic,新潟,5,,8,L,コーディアリー,11,8,42.7,0,12,
2026-08-16,202604020805,Logic,新潟,5,,9,L,コスモキャバリエ,7,6,22.5,0,12,
2026-08-16,202604020806,Logic,新潟,6,,8,L,カウスリップ,1,1,1.8,110,13,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,5,☆,コンクイスタ,4,1,3.6,0,15,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,6,▲,ロードフロンティア,2,5,9.5,310,15,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,7,◎,アッチャゴーラ,5,7,14.3,0,15,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,9,◯,ヤマニンアルリフラ,9,2,5.2,0,15,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,12,☆,エスカル,14,9,21.9,0,15,
2026-08-16,202604020807,非馬,新潟,7,★★★ 勝負レース,14,☆,カンパニョーラ,8,10,27.3,0,15,
2026-08-16,202604020808,Logic,新潟,8,,2,L,カレンワッツアップ,13,3,8.5,0,13,
2026-08-16,202604020808,Logic,新潟,8,,4,L,カゼノタカトシ,5,6,14.9,0,13,
2026-08-16,202604020808,非馬,新潟,8,★★★ 勝負レース,1,◎,リラゲイル,12,9,33.1,0,13,
2026-08-16,202604020808,非馬,新潟,8,★★★ 勝負レース,3,◯,ダディーズトリップ,9,11,58.9,0,13,
2026-08-16,202604020808,非馬,新潟,8,★★★ 勝負レース,10,▲,コスモコンフェルマ,2,5,11.1,400,13,
2026-08-16,202604020808,非馬,新潟,8,★★★ 勝負レース,13,△,コーリンカルベラ,7,7,27.8,0,13,
2026-08-16,202604020811,Logic,新潟,11,,5,L,ジュンライデン,1,6,15.9,420,9,
2026-08-16,202604020811,Logic,新潟,11,,7,L,ベルウッドバイオ,7,5,10.0,0,9,
2026-08-16,202604020812,Logic,新潟,12,,10,L,ヤマタケボニータ,7,5,9.7,0,15,
2026-08-16,202604020812,Logic,新潟,12,,13,L,タマモブレイキン,1,2,3.7,170,15,
2026-08-16,202604020812,Logic,新潟,12,,15,L,パワポケウォーズ,3,10,37.1,710,15,
2026-08-16,202607020801,Logic,中京,1,,5,L,バクソウシャチョウ,2,3,4.3,170,10,
2026-08-16,202607020801,Logic,中京,1,,6,L,ラホーヤアイズ,1,5,9.2,190,10,
2026-08-16,202607020804,Logic,中京,4,,8,L,ミーサーク,13,7,17.3,0,18,
2026-08-16,202607020804,Logic,中京,4,,9,L,オーマイラッキーン,4,10,52.7,0,18,
2026-08-16,202607020805,Logic,中京,5,,9,L,モズプリフォール,9,1,3.0,0,16,
2026-08-16,202607020805,Logic,中京,5,,11,L,ペプチドアロン,3,2,4.3,160,16,
2026-08-16,202607020806,Logic,中京,6,,1,L,ホウオウタイタン,2,2,3.7,200,7,
2026-08-16,202607020806,Logic,中京,6,,2,L,ステラクラウン,5,4,5.7,0,7,
2026-08-16,202607020806,非馬,中京,6,★ 長久手特別,1,◎,ホウオウタイタン,2,2,3.7,200,7,
2026-08-16,202607020806,非馬,中京,6,★ 長久手特別,4,◯,スターリングアップ,6,5,15.0,0,7,
2026-08-16,202607020807,非馬,中京,7,★★★ 勝負レース／G3 中京記念,3,▲,ラヴァンダ,1,2,5.8,170,16,
2026-08-16,202607020807,非馬,中京,7,★★★ 勝負レース／G3 中京記念,4,◎,カズミクラーシュ,4,8,20.2,0,16,
2026-08-16,202607020807,非馬,中京,7,★★★ 勝負レース／G3 中京記念,7,◯,カネラフィーナ,8,9,24.8,0,16,
2026-08-16,202607020808,Logic,中京,8,,6,L,コスモストーム,2,1,3.9,170,16,
2026-08-16,202607020808,非馬,中京,8,★,2,◎,マキシマムビスタ,13,7,14.1,0,16,
2026-08-16,202607020808,非馬,中京,8,★,6,▲,コスモストーム,2,1,3.9,170,16,
2026-08-16,202607020808,非馬,中京,8,★,12,◯,ラインジーク,12,3,6.3,0,16,
2026-08-16,202607020809,Logic,中京,9,,6,L,ナムラヴンダー,4,2,3.4,0,18,
2026-08-16,202607020809,Logic,中京,9,,7,L,グリミスティ,8,12,61.7,0,18,
2026-08-16,202607020810,非馬,中京,10,★★★ 勝負レース,3,☆,ルルフィーユ,8,15,100.3,0,16,
2026-08-16,202607020810,非馬,中京,10,★★★ 勝負レース,4,◯,ベルソテイラ,13,1,2.2,0,16,
2026-08-16,202607020810,非馬,中京,10,★★★ 勝負レース,5,◎,ザラタン,12,3,8.4,0,16,
2026-08-16,202607020810,非馬,中京,10,★★★ 勝負レース,13,☆,リポジノ,15,10,34.0,0,16,
2026-08-16,202607020810,非馬,中京,10,★★★ 勝負レース,14,▲,クレマチス,7,2,5.3,0,16,
2026-08-16,202607020811,Logic,中京,11,,6,L,キョラムン,12,8,21.3,0,16,
2026-08-16,202607020811,Logic,中京,11,,8,L,ジョワイユノエル,10,5,14.1,0,16,
2026-08-16,202607020811,Logic,中京,11,,9,L,フィラーエ,14,14,95.4,0,16,
2026-08-16,202607020811,非馬,中京,11,★,5,◯,セルズパワー,1,9,26.5,690,16,
2026-08-16,202607020811,非馬,中京,11,★,7,◎,ルージュバロン,8,1,2.1,0,16,
2026-08-16,202607020811,非馬,中京,11,★,13,▲,スウィッチインラヴ,7,2,6.4,0,16,
2026-08-16,202607020812,Logic,中京,12,,11,L,ゴールデンドラゴン,3,4,8.2,220,16,
2026-08-16,202607020812,Logic,中京,12,,12,L,タロ,6,3,6.0,0,16,
2026-08-16,202607020812,Logic,中京,12,,13,L,アイランド,1,1,2.6,140,16,
2026-08-22,202601020101,Logic,札幌,1,,3,L,サーギュスターヴ,7,6,26.9,0,12,
2026-08-22,202601020101,Logic,札幌,1,,4,L,ファラオクィーン,6,2,2.7,0,12,
2026-08-22,202601020102,Logic,札幌,2,,2,L,ランフォーザエイジ,2,1,1.5,110,6,
2026-08-22,202601020103,Logic,札幌,3,,8,L,メイショウセンドウ,2,2,3.6,120,14,
2026-08-22,202601020103,Logic,札幌,3,,9,L,モンロワイヤル,4,3,7.8,0,14,
2026-08-22,202601020104,Logic,札幌,4,,10,L,マンサニージャ,2,6,12.7,380,16,
2026-08-22,202601020104,Logic,札幌,4,,12,L,ブライスフェアリー,7,5,11.7,0,16,
2026-08-22,202601020106,Logic,札幌,6,,2,L,タビニュ,6,4,5.7,0,14,
2026-08-22,202601020107,Logic,札幌,7,,4,L,ラテラルパーム,4,4,7.0,0,12,
2026-08-22,202601020107,Logic,札幌,7,,7,L,ミサビスケッツ,1,2,4.7,180,12,
2026-08-22,202601020108,Logic,札幌,8,,7,L,ケープウィッカム,3,1,3.2,130,10,
2026-08-22,202601020109,Logic,札幌,9,,4,L,コパノシチリア,6,12,216.2,0,14,
2026-08-22,202601020109,Logic,札幌,9,,6,L,ブルージェイ,1,2,4.0,170,14,
2026-08-22,202601020110,Logic,札幌,10,,10,L,ミキノバカラ,3,6,12.4,310,14,
2026-08-22,202601020110,Logic,札幌,10,,13,L,フードマン,7,2,4.5,0,14,
2026-08-22,202601020111,Logic,札幌,11,,10,L,スピードリッチ,5,1,4.6,0,13,
2026-08-22,202601020111,Logic,札幌,11,,13,L,ディーガレジェンド,4,6,9.3,0,13,
2026-08-22,202601020112,Logic,札幌,12,,4,L,サマーナイト,3,2,3.5,160,11,
2026-08-22,202604030101,Logic,新潟,1,,1,L,スクリプトール,4,3,6.5,0,7,
2026-08-22,202604030101,Logic,新潟,1,,2,L,アニエーネ,2,2,6.0,160,7,
2026-08-22,202604030102,Logic,新潟,2,,5,L,オーケーエース,6,2,3.9,0,12,
2026-08-22,202604030102,Logic,新潟,2,,8,L,セイルトゥグローリ,11,3,5.2,0,12,
2026-08-22,202604030104,Logic,新潟,4,,4,L,カルダモン,1,4,10.6,380,15,
2026-08-22,202604030104,Logic,新潟,4,,7,L,ラショナルポイント,3,1,1.9,120,15,
2026-08-22,202604030105,Logic,新潟,5,,7,L,サイモンナイスラン,12,9,29.8,0,18,
2026-08-22,202604030105,Logic,新潟,5,,11,L,ヘクトルテソーロ,3,7,15.4,410,18,
2026-08-22,202604030107,Logic,新潟,7,,3,L,ヤブサメ,12,4,8.9,0,18,
2026-08-22,202604030107,Logic,新潟,7,,6,L,セフィロ,17,1,3.3,0,18,
2026-08-22,202604030107,Logic,新潟,7,,7,L,カルチャーデイ,8,9,20.2,0,18,
2026-08-22,202604030108,Logic,新潟,8,,10,L,プルメリアリノ,1,1,1.4,110,15,
2026-08-22,202604030109,Logic,新潟,9,,6,L,マタミカンサン,2,2,3.2,150,15,
2026-08-22,202604030110,Logic,新潟,10,,13,L,スマイルカーブ,11,6,14.3,0,15,
2026-08-22,202604030110,Logic,新潟,10,,14,L,タイセイアストロ,2,1,2.2,120,15,
2026-08-22,202604030110,Logic,新潟,10,,15,L,ツインピークス,8,4,11.6,0,15,
2026-08-22,202604030111,Logic,新潟,11,,8,L,ハルノアメ,4,3,6.8,0,12,
2026-08-22,202607030101,Logic,中京,1,,6,L,マーゴットマシェリ,2,1,1.8,110,9,
2026-08-22,202607030103,Logic,中京,3,,3,L,アロマフェリス,3,4,10.7,570,8,
2026-08-22,202607030103,Logic,中京,3,,4,L,サトノビダーヤ,4,6,41.2,0,8,
2026-08-22,202607030104,Logic,中京,4,,2,L,バーバラップ,7,10,37.7,0,18,
2026-08-22,202607030104,Logic,中京,4,,4,L,ウォータールスール,8,9,36.3,0,18,
2026-08-22,202607030105,Logic,中京,5,,6,L,プレデンシア,2,5,9.4,190,16,
2026-08-22,202607030105,Logic,中京,5,,10,L,タガノプディング,1,1,2.2,110,16,
2026-08-22,202607030105,Logic,中京,5,,13,L,アルムアポジェ,4,6,15.2,0,16,
2026-08-22,202607030106,Logic,中京,6,,4,L,ソルチェリア,8,1,2.6,0,14,
2026-08-22,202607030108,Logic,中京,8,,4,L,サイモンゼスト,1,1,2.5,120,10,
2026-08-22,202607030108,Logic,中京,8,,5,L,ブレスドナイル,3,7,27.2,330,10,
2026-08-22,202607030110,Logic,中京,10,,1,L,ゴンタ,5,1,3.4,0,12,
2026-08-22,202607030110,Logic,中京,10,,2,L,メイショウソウテン,3,6,11.9,400,12,
2026-08-22,202607030111,Logic,中京,11,,7,L,アステルディーヴァ,2,6,16.9,360,16,
2026-08-22,202607030111,Logic,中京,11,,8,L,サルタラリンダ,,,,0,16,1
2026-08-22,202607030112,Logic,中京,12,,9,L,グレンセロース,4,4,6.4,0,18,
2026-08-22,202607030112,Logic,中京,12,,11,L,アンガーザガール,2,3,4.5,190,18,
2026-08-22,202607030112,Logic,中京,12,,12,L,チュウワメロディー,1,1,3.3,150,18,
2026-08-23,202601020201,Logic,札幌,1,,4,L,ルーチェコメット,6,7,20.4,0,12,
2026-08-23,202601020201,Logic,札幌,1,,6,L,ニシノギャルズ,5,6,16.9,0,12,
2026-08-23,202601020202,Logic,札幌,2,,5,L,ティアラード,4,1,2.2,0,12,
2026-08-23,202601020203,Logic,札幌,3,,4,L,レジオンポレール,11,5,8.7,0,13,
2026-08-23,202601020203,Logic,札幌,3,,8,L,,,,,0,13,
2026-08-23,202601020204,Logic,札幌,4,,8,L,リアララ,2,1,2.1,120,14,
2026-08-23,202601020204,Logic,札幌,4,,14,L,,,,,0,14,
2026-08-23,202601020206,Logic,札幌,6,,6,L,モルニケ,7,3,4.0,0,14,
2026-08-23,202601020206,Logic,札幌,6,,8,L,オーケーダイナ,11,10,55.3,0,14,
2026-08-23,202601020207,Logic,札幌,7,,7,L,アスクガンバーレ,5,3,5.7,0,11,
2026-08-23,202601020207,Logic,札幌,7,,8,L,ミスターエメラルド,10,2,5.2,0,11,
2026-08-23,202601020208,Logic,札幌,8,,7,L,ジェルブロア,3,4,7.8,160,11,
2026-08-23,202601020208,Logic,札幌,8,,8,L,ダノンプレサージュ,1,1,2.4,130,11,
2026-08-23,202601020208,非馬,札幌,8,★★,3,◎,ブランヴァンダイク,8,7,21.3,0,11,
2026-08-23,202601020208,非馬,札幌,8,★★,7,▲,ジェルブロア,3,4,7.8,160,11,
2026-08-23,202601020208,非馬,札幌,8,★★,8,◯,ダノンプレサージュ,1,1,2.4,130,11,
2026-08-23,202601020208,非馬,札幌,8,★★,9,△,マイネルシンベリン,2,2,3.2,120,11,
2026-08-23,202601020209,Logic,札幌,9,,1,L,アドミラルシップ,9,6,9.5,0,13,
2026-08-23,202601020209,Logic,札幌,9,,7,L,ドーギッド,10,10,60.1,0,13,
2026-08-23,202601020210,Logic,札幌,10,,7,L,レッドライトニング,4,6,9.4,0,14,
2026-08-23,202601020210,Logic,札幌,10,,14,L,ウインハルモニア,14,11,18.0,0,14,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,1,◎,ナムラクララ,13,8,22.0,0,16,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,2,☆,ルシード,11,7,18.4,0,16,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,3,◯,パンジャタワー,2,1,1.9,110,16,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,4,☆,エーティーマクフィ,4,4,12.1,0,16,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,8,☆,ウインカーネリアン,3,3,9.8,270,16,
2026-08-23,202601020211,非馬,札幌,11,★★★ キーンランドC,13,☆,ロジケープ,6,2,6.3,0,16,
2026-08-23,202601020212,Logic,札幌,12,,1,L,ミーントゥビー,5,4,7.4,0,14,
2026-08-23,202601020212,Logic,札幌,12,,7,L,ベネスピラ,12,7,13.5,0,14,
2026-08-23,202601020212,非馬,札幌,12,★★★,1,▲,ミーントゥビー,5,4,7.4,0,14,
2026-08-23,202601020212,非馬,札幌,12,★★★,6,◎,マルカオペラ,9,8,16.8,0,14,
2026-08-23,202601020212,非馬,札幌,12,★★★,9,☆,ルクスジニア,4,1,3.6,0,14,
2026-08-23,202601020212,非馬,札幌,12,★★★,14,◯,ワザモノ,3,5,8.4,260,14,
2026-08-23,202604030201,Logic,新潟,1,,12,L,ノーセット,1,1,1.1,100,12,
2026-08-23,202604030204,Logic,新潟,4,,11,L,ゼフィリア,7,8,24.9,0,15,
2026-08-23,202604030204,Logic,新潟,4,,12,L,ミエスタ,1,2,4.8,160,15,
2026-08-23,202604030205,Logic,新潟,5,,2,L,ソロンゴ,6,4,8.6,0,18,
2026-08-23,202604030206,非馬,新潟,6,★★★,4,◎,オンザライン,1,10,26.4,410,15,
2026-08-23,202604030206,非馬,新潟,6,★★★,7,▲,ブレトワルダ,3,1,3.1,140,15,
2026-08-23,202604030206,非馬,新潟,6,★★★,11,☆,リバートゥルー,6,5,12.7,0,15,
2026-08-23,202604030206,非馬,新潟,6,★★★,13,☆,ロフティストーリー,8,3,6.2,0,15,
2026-08-23,202604030206,非馬,新潟,6,★★★,14,◯,アラレタバシル,2,2,4.2,160,15,
2026-08-23,202604030208,Logic,新潟,8,,7,L,ラパンチュール,2,3,6.0,180,12,
2026-08-23,202604030209,Logic,新潟,9,,8,L,ホウオウルクソール,4,2,4.0,0,15,
2026-08-23,202604030209,Logic,新潟,9,,12,L,カセノアステリア,2,3,5.0,210,15,
2026-08-23,202604030210,Logic,新潟,10,,6,L,ルーリングクラス,10,4,10.2,0,12,
2026-08-23,202604030210,Logic,新潟,10,,11,L,イモータリス,4,3,9.4,0,12,
2026-08-23,202604030211,Logic,新潟,11,,7,L,ミエノブラボー,5,2,4.1,0,17,
2026-08-23,202604030211,Logic,新潟,11,,10,L,ベルタソ,2,5,9.5,310,17,
2026-08-23,202604030211,Logic,新潟,11,,16,L,サツキレジーナ,3,3,5.1,220,17,
2026-08-23,202607030201,Logic,中京,1,,1,L,ビバームス,6,4,15.9,0,7,
2026-08-23,202607030201,Logic,中京,1,,3,L,パストザクラウン,5,6,28.8,0,7,
2026-08-23,202607030204,Logic,中京,4,,8,L,クリノリキオー,5,2,6.3,0,15,
2026-08-23,202607030204,Logic,中京,4,,9,L,キタノハイテイル,1,6,13.0,390,15,
2026-08-23,202607030205,Logic,中京,5,,7,L,アグレイビューティ,2,9,26.6,790,11,
2026-08-23,202607030205,Logic,中京,5,,11,L,シルバーリム,1,5,10.7,210,11,
2026-08-23,202607030206,Logic,中京,6,,3,L,ジーティーマン,2,3,5.3,210,14,
2026-08-23,202607030207,Logic,中京,7,,6,L,リチュアル,10,7,15.0,0,16,
2026-08-23,202607030207,Logic,中京,7,,13,L,ハピ,4,4,8.2,0,16,
2026-08-23,202607030207,Logic,中京,7,,15,L,レッドプロフェシー,5,6,12.6,0,16,
2026-08-23,202607030207,非馬,中京,7,★★★,1,◯,トリポリタニア,1,1,3.1,190,16,
2026-08-23,202607030207,非馬,中京,7,★★★,2,☆,スナークラファエロ,16,2,4.1,0,16,
2026-08-23,202607030207,非馬,中京,7,★★★,9,◎,マーズオデッセイ,2,5,11.2,290,16,
2026-08-23,202607030207,非馬,中京,7,★★★,13,☆,ハピ,4,4,8.2,0,16,
2026-08-23,202607030208,非馬,中京,8,★★★,3,◎,オプティモ,5,4,9.4,0,16,
2026-08-23,202607030208,非馬,中京,8,★★★,8,◯,ラッキーバック,7,9,23.2,0,16,
2026-08-23,202607030208,非馬,中京,8,★★★,16,▲,アパレイユ,15,1,2.7,0,16,
2026-08-23,202607030210,Logic,中京,10,,3,L,アルダ,12,6,19.5,0,14,
2026-08-23,202607030210,Logic,中京,10,,6,L,ロードファイター,3,4,14.2,220,14,
2026-08-23,202607030211,Logic,中京,11,,12,L,ルクスノア,10,11,54.1,0,17,
2026-08-23,202607030211,Logic,中京,11,,15,L,ダンデノン,4,1,2.3,0,17,
2026-08-23,202607030212,Logic,中京,12,,7,L,アスターエポワス,15,2,4.7,0,16,
2026-08-23,202607030212,Logic,中京,12,,9,L,シャインゴーツ,3,7,14.2,470,16,
2026-08-23,202607030212,Logic,中京,12,,14,L,マクアケ,6,3,7.8,0,16,
2026-08-29,202601020301,Logic,札幌,1,,2,L,ロードステラート,3,2,5.2,210,14,
2026-08-29,202601020301,Logic,札幌,1,,5,L,フロムザムーン,8,8,13.9,0,14,
2026-08-29,202601020302,Logic,札幌,2,,6,L,ルギッドドランジュ,3,3,6.3,250,13,
2026-08-29,202601020302,Logic,札幌,2,,10,L,アヴレディール,5,2,4.9,0,13,
2026-08-29,202601020303,Logic,札幌,3,,3,L,エコロナイン,3,2,11.2,530,11,
2026-08-29,202601020304,Logic,札幌,4,,5,L,アニマレイ,1,4,4.5,200,12,
2026-08-29,202601020304,Logic,札幌,4,,7,L,フェイスリフト,7,2,3.9,0,12,
2026-08-29,202601020306,Logic,札幌,6,,3,L,イトシサ,12,4,8.3,0,14,
2026-08-29,202601020306,Logic,札幌,6,,6,L,エイシンキーンラン,7,5,9.0,0,14,
2026-08-29,202601020306,Logic,札幌,6,,11,L,ペカリーナ,1,1,3.0,160,14,
2026-08-29,202601020307,Logic,札幌,7,,12,L,ペイシャアーサー,9,13,82.9,0,16,
2026-08-29,202601020307,Logic,札幌,7,,15,L,ツルノマイハシ,1,1,5.8,250,16,
2026-08-29,202601020308,Logic,札幌,8,,6,L,レッドフロイデ,3,4,5.5,150,11,
2026-08-29,202601020309,Logic,札幌,9,,3,L,アイドクレース,1,1,2.2,120,12,
2026-08-29,202601020309,Logic,札幌,9,,5,L,カージオイド,3,5,12.0,260,12,
2026-08-29,202601020309,Logic,札幌,9,,6,L,ブランドブラン,8,3,5.6,0,12,
2026-08-29,202601020310,Logic,札幌,10,,9,L,ムーンベリル,9,4,8.4,0,12,
2026-08-29,202601020311,Logic,札幌,11,,6,L,アリスメティーク,12,1,2.5,0,14,
2026-08-29,202601020311,Logic,札幌,11,,12,L,バルティカ,2,2,5.4,210,14,
2026-08-29,202601020312,Logic,札幌,12,,10,L,オンザムービー,1,1,1.2,110,12,
2026-08-29,202601020312,Logic,札幌,12,,11,L,タガノエルー,2,2,4.9,110,12,
2026-08-29,202604030302,Logic,新潟,2,,9,L,オウケンサクラコ,5,7,22.2,0,15,
2026-08-29,202604030302,Logic,新潟,2,,11,L,アデルフィー,1,4,4.5,150,15,
2026-08-29,202604030303,Logic,新潟,3,,6,L,ホウオウビリーヴ,2,4,5.5,210,10,
2026-08-29,202604030305,Logic,新潟,5,,4,L,ブリックアブラック,4,10,95.9,0,18,
2026-08-29,202604030305,Logic,新潟,5,,7,L,ヤマメホープ,1,1,2.8,110,18,
2026-08-29,202604030306,Logic,新潟,6,,6,L,ルシャルムール,4,2,4.3,0,15,
2026-08-29,202604030309,Logic,新潟,9,,6,L,オプレントジュエル,11,6,14.3,0,13,
2026-08-29,202604030309,Logic,新潟,9,,8,L,ゴンファロニエーレ,2,3,3.9,140,13,
2026-08-29,202604030310,Logic,新潟,10,,3,L,キャトルエピス,9,7,14.1,0,18,
2026-08-29,202604030310,Logic,新潟,10,,6,L,タイセイフレッサ,3,2,3.3,140,18,
2026-08-29,202604030311,Logic,新潟,11,,5,L,グランフルス,4,10,74.8,0,18,
2026-08-29,202604030311,Logic,新潟,11,,7,L,ミリオングローリー,8,6,22.5,0,18,
2026-08-29,202604030311,Logic,新潟,11,,8,L,スイートハイデン,14,14,142.4,0,18,
2026-08-29,202604030312,Logic,新潟,12,,14,L,トリエンナーレ,5,3,6.6,0,15,
2026-08-29,202604030312,Logic,新潟,12,,15,L,ライヴマティーニ,3,5,7.0,150,15,
2026-08-29,202607030301,Logic,中京,1,,2,L,ブラックミューズ,7,3,4.8,0,11,
