競馬場,レース,式別,馬番1,馬番2,馬番3,金額,発走,オッズ,人気,EV,頑健下限,判定,出典,グループ
中山(火),7,馬連,7,8,,100,13:10,37.8,8,1.823,1.521,buy,ref,G001
中山(火),7,馬単,8,7,,100,13:10,88.7,19,1.029,0.733,apparent,ref,G002
