date,race_id,jyo_code,venue,race_no,post_time,bet_type,bet_type_code,combo,amount,group_id,group_method,group_points,odds,ninki,ev,ev_low,judge,source,odds_time,finished,refunded,hit,payout_yen,payout_ninki,return,profit
20260920,202606040609,06,中山,9,14:25,馬連,4,05-10,100,G001,nagashi,2,14.6,7,0.887,0.796,pass,ref,2026-09-20 13:20:47,1,,,,,0,-100
20260920,202606040609,06,中山,9,14:25,馬連,4,03-10,100,G001,nagashi,2,6.1,1,0.650,0.584,pass,ref,2026-09-20 13:20:47,1,,,,,0,-100
20260920,202606040609,06,中山,9,14:25,馬単,6,10>05,100,G002,nagashi_1st,2,23.0,9,0.770,0.706,pass,ref,2026-09-20 13:20:47,1,,,,,0,-100
20260920,202606040609,06,中山,9,14:25,馬単,6,10>03,100,G002,nagashi_1st,2,11.8,2,0.631,0.563,pass,ref,2026-09-20 13:20:47,1,,,,,0,-100
20260920,202606040609,06,中山,9,14:25,3連複,7,03-05-10,100,G003,nagashi,1,13.6,5,0.647,0.505,pass,ref,2026-09-20 13:20:47,1,,,,,0,-100
20260920,202609040610,09,阪神,10,14:50,馬連,4,05-15,100,G004,nagashi,2,38.7,17,1.207,1.065,buy,ref,2026-09-20 13:45:12,1,,,,,0,-100
20260920,202609040610,09,阪神,10,14:50,馬連,4,12-15,100,G004,nagashi,2,65.5,22,0.939,0.792,pass,ref,2026-09-20 13:45:12,1,,,,,0,-100
20260920,202609040610,09,阪神,10,14:50,馬単,6,15>05,100,G005,nagashi_1st,2,107.2,37,1.279,1.008,buy,ref,2026-09-20 13:45:12,1,,,,,0,-100
20260920,202609040610,09,阪神,10,14:50,馬単,6,15>12,100,G005,nagashi_1st,2,146.6,44,0.938,0.799,pass,ref,2026-09-20 13:45:12,1,,,,,0,-100
20260920,202609040610,09,阪神,10,14:50,3連複,7,05-12-15,100,G006,nagashi,1,56.1,21,0.747,0.597,pass,ref,2026-09-20 13:45:12,1,,,,,0,-100
20260920,202606040610,06,中山,10,15:05,馬連,4,06-08,100,G007,nagashi,2,33.9,11,2.685,2.332,buy,ref,2026-09-20 13:00:42,1,,,,,0,-100
20260920,202606040610,06,中山,10,15:05,馬連,4,08-09,100,G007,nagashi,2,7.8,2,0.639,0.570,pass,ref,2026-09-20 13:00:42,1,,,,,0,-100
20260920,202606040610,06,中山,10,15:05,馬単,6,08>06,100,G008,nagashi_1st,2,53.8,16,2.872,2.609,buy,ref,2026-09-20 13:00:42,1,,,,,0,-100
20260920,202606040610,06,中山,10,15:05,馬単,6,08>09,100,G008,nagashi_1st,2,9.8,2,0.540,0.500,pass,ref,2026-09-20 13:00:42,1,,,,,0,-100
20260920,202606040610,06,中山,10,15:05,3連複,7,06-08-09,100,G009,nagashi,1,73.6,25,1.695,1.300,buy,ref,2026-09-20 13:00:42,1,,,,,0,-100
20260920,202609040611,09,阪神,11,15:30,馬連,4,07-09,100,G010,nagashi,2,42.0,12,1.019,0.916,apparent,ref,2026-09-20 13:25:42,1,,,,,0,-100
20260920,202609040611,09,阪神,11,15:30,馬連,4,09-10,100,G010,nagashi,2,53.6,23,0.731,0.686,pass,ref,2026-09-20 13:25:42,1,,,,,0,-100
20260920,202609040611,09,阪神,11,15:30,馬単,6,09>07,100,G011,nagashi_1st,2,87.4,31,1.144,1.054,buy,ref,2026-09-20 13:25:42,1,,,,,0,-100
20260920,202609040611,09,阪神,11,15:30,馬単,6,09>10,100,G011,nagashi_1st,2,84.3,29,0.664,0.575,pass,ref,2026-09-20 13:25:42,1,,,,,0,-100
20260920,202609040611,09,阪神,11,15:30,3連複,7,07-09-10,100,G012,nagashi,1,192.3,65,0.733,0.649,pass,ref,2026-09-20 13:25:42,1,,,,,0,-100
20260920,202606040611,06,中山,11,15:45,馬連,4,09-13,100,G013,nagashi,2,16.2,5,0.786,0.682,pass,ref,2026-09-20 13:40:52,1,,,,,0,-100
20260920,202606040611,06,中山,11,15:45,馬連,4,04-13,100,G013,nagashi,2,38.9,17,0.937,0.809,pass,ref,2026-09-20 13:40:52,1,,,,,0,-100
20260920,202606040611,06,中山,11,15:45,馬単,6,13>09,100,G014,nagashi_1st,2,41.6,15,0.850,0.689,pass,ref,2026-09-20 13:40:52,1,,,,,0,-100
20260920,202606040611,06,中山,11,15:45,馬単,6,13>04,100,G014,nagashi_1st,2,86.4,33,1.000,0.873,pass,ref,2026-09-20 13:40:52,1,,,,,0,-100
20260920,202606040611,06,中山,11,15:45,3連複,7,04-09-13,100,G015,nagashi,1,31.1,8,0.669,0.530,pass,ref,2026-09-20 13:40:52,1,,,,,0,-100
