date,race_id,jyo_code,venue,race_no,post_time,bet_type,bet_type_code,combo,amount,group_id,group_method,group_points,odds,ninki,ev,ev_low,judge,source,odds_time
20260926,202609040809,09,阪神,9,14:25,馬連,4,07-08,100,G004,nagashi,2,10.4,2,0.643,0.594,pass,ref,2026-09-26 11:21:35
20260926,202609040809,09,阪神,9,14:25,馬連,4,03-07,100,G004,nagashi,2,23.2,14,0.888,0.812,pass,ref,2026-09-26 11:21:35
20260926,202609040809,09,阪神,9,14:25,馬単,6,07>08,100,G005,nagashi_1st,2,28.2,13,0.815,0.734,pass,ref,2026-09-26 11:21:35
20260926,202609040809,09,阪神,9,14:25,馬単,6,07>03,100,G005,nagashi_1st,2,43.3,29,0.842,0.761,pass,ref,2026-09-26 11:21:35
20260926,202609040809,09,阪神,9,14:25,3連複,7,03-07-08,100,G006,nagashi,1,20.6,6,0.645,0.581,pass,ref,2026-09-26 11:21:35
20260926,202609040810,09,阪神,10,15:05,馬連,4,01-05,100,G007,nagashi,2,14.9,4,0.774,0.692,pass,ref,2026-09-26 11:00:35
20260926,202609040810,09,阪神,10,15:05,馬連,4,05-11,100,G007,nagashi,2,20.5,7,0.750,0.684,pass,ref,2026-09-26 11:00:35
20260926,202609040810,09,阪神,10,15:05,馬単,6,05>01,100,G008,nagashi_1st,2,34.7,11,0.831,0.719,pass,ref,2026-09-26 11:00:35
20260926,202609040810,09,阪神,10,15:05,馬単,6,05>11,100,G008,nagashi_1st,2,44.6,16,0.800,0.718,pass,ref,2026-09-26 11:00:35
20260926,202609040810,09,阪神,10,15:05,3連複,7,01-05-11,100,G009,nagashi,1,21.1,3,0.501,0.395,pass,ref,2026-09-26 11:00:35
20260926,202606040811,06,中山,11,15:30,馬連,4,01-02,100,G001,nagashi,3,28.4,11,0.631,0.570,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,馬連,4,01-03,100,G001,nagashi,3,49.2,22,0.824,0.752,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,馬連,4,01-13,100,G001,nagashi,3,81.1,32,0.865,0.748,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,馬単,6,01>02,100,G002,nagashi_1st,3,67.8,28,0.653,0.552,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,馬単,6,01>03,100,G002,nagashi_1st,3,122.5,55,0.934,0.819,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,馬単,6,01>13,100,G002,nagashi_1st,3,164.9,63,0.857,0.753,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,3連複,7,01-02-03,100,G003,nagashi,3,55.9,17,0.521,0.439,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,3連複,7,01-02-13,100,G003,nagashi,3,125.4,48,0.766,0.675,pass,ref,2026-09-26 11:26:30
20260926,202606040811,06,中山,11,15:30,3連複,7,01-03-13,100,G003,nagashi,3,172.6,62,0.800,0.710,pass,ref,2026-09-26 11:26:30
