date,race_id,jyo_code,venue,race_no,post_time,bet_type,bet_type_code,combo,amount,group_id,group_method,group_points,odds,ninki,ev,ev_low,judge,source,odds_time
20260922,202606040707,06,中山,7,13:10,馬連,4,07-08,100,G001,nagashi,1,37.8,8,1.823,1.521,buy,ref,2026-09-22 12:05:46
20260922,202606040707,06,中山,7,13:10,馬単,6,08>07,100,G002,nagashi_1st,1,88.7,19,1.029,0.733,apparent,ref,2026-09-22 12:05:46
